"","Plot_ID","Year","Block_Num","Treatment","Interspace_Num","Transect_Num","Bare_Cover_Pct","Gravel_Cover_Pct","Litter_Cover_Pct","Annual_Grass_Cover_Pct","Perennial_Grass_Cover_Pct","Annual_Forb_Cover_Pct","Perennial_Forb_Cover_Pct","Shrub_Cover_Pct","Subshrub_Cover_Pct","Total_Plant_Cover_Pct"
"33","2C_I5","2022","2","Control","5","3",62.5,0,15,2.5,2.5,2.5,2.5,0,0,10
"34","2C_I6","2020","2","Control","6","3",85,0,2.5,0,2.5,2.5,2.5,0,0,7.5
"35","2C_I6","2021","2","Control","6","3",62.5,0,2.5,2.5,0.5,15,15,0,0,33
"36","2C_I6","2022","2","Control","6","3",62.5,2.5,15,15,2.5,0.5,15,0,0,33
"37","3C_I1","2020","3","Control","1","1",15,0,37.5,0,15,15,15,0,0,45
"38","3C_I1","2021","3","Control","1","1",37.5,0,15,37.5,15,2.5,2.5,0,0,57.5
"39","3C_I1","2022","3","Control","1","1",62.5,0,15,2.5,15,0,2.5,0,0,20
"40","3C_I2","2020","3","Control","2","1",15,0,37.5,0.5,37.5,15,0.5,0,0,53.5
"41","3C_I2","2021","3","Control","2","1",37.5,0,37.5,15,15,15,2.5,0,0,47.5
"42","3C_I2","2022","3","Control","2","1",62.5,0,15,0.5,15,0,0.5,0,0,16
"43","3C_I3","2020","3","Control","3","2",15,0,37.5,0,37.5,2.5,2.5,0,0,42.5
"44","3C_I3","2021","3","Control","3","2",37.5,0,15,15,37.5,2.5,2.5,0,0,57.5
"45","3C_I3","2022","3","Control","3","2",37.5,0,37.5,0,62.5,2.5,0,0,0,65
"46","3C_I4","2020","3","Control","4","2",15,0,37.5,0,37.5,2.5,0,0,0,40
"47","3C_I4","2021","3","Control","4","2",62.5,0,15,15,37.5,2.5,2.5,0,0,57.5
"48","3C_I4","2022","3","Control","4","2",37.5,0,37.5,0,62.5,0,0,0.5,0,63
"49","3C_I5","2020","3","Control","5","3",85,0,15,0,15,0,15,0,0,30
"50","3C_I5","2021","3","Control","5","3",62.5,0,2.5,15,15,15,0,0,0,45
"51","3C_I5","2022","3","Control","5","3",62.5,0,15,15,15,2.5,0,0,0,32.5
"52","3C_I6","2020","3","Control","6","3",85,0,15,2.5,15,2.5,0,0,0,20
"53","3C_I6","2021","3","Control","6","3",62.5,0,2.5,37.5,37.5,2.5,2.5,0,0,80
"54","3C_I6","2022","3","Control","6","3",62.5,0,15,15,2.5,0.5,0,0,0,18
"55","4C_I1","2020","4","Control","1","1",85,0,2.5,0,2.5,0.5,0.5,0,0,3.5
"56","4C_I1","2021","4","Control","1","1",62.5,0,2.5,15,2.5,2.5,15,0,0,35
"57","4C_I1","2022","4","Control","1","1",62.5,0,2.5,15,2.5,2.5,2.5,0,0,22.5
"58","4C_I2","2020","4","Control","2","1",85,0,15,0,0,2.5,2.5,0,0,5
"59","4C_I2","2021","4","Control","2","1",62.5,0,15,37.5,0.5,15,15,0,0,68
"60","4C_I2","2022","4","Control","2","1",62.5,0,15,15,2.5,0,2.5,0,0,20
"61","4C_I3","2020","4","Control","3","2",15,0,15,0,37.5,15,15,0,0,67.5
"62","4C_I3","2021","4","Control","3","2",62.5,0,15,15,15,15,15,0,0,60
"63","4C_I3","2022","4","Control","3","2",62.5,0,15,2.5,0.5,2.5,2.5,0,0,8
"64","4C_I4","2020","4","Control","4","2",85,0,15,0,0,15,2.5,0,0,17.5
"65","4C_I4","2021","4","Control","4","2",62.5,0,15,37.5,0,2.5,15,2.5,0,57.5
"66","4C_I4","2022","4","Control","4","2",62.5,0,15,2.5,0,2.5,15,0,0,20
"67","4C_I5","2020","4","Control","5","3",85,0,2.5,0,0,2.5,2.5,0,0,5
"68","4C_I5","2021","4","Control","5","3",37.5,0,2.5,37.5,0,2.5,2.5,0,0,42.5
"69","4C_I5","2022","4","Control","5","3",85,0,15,2.5,0,2.5,2.5,0,0,7.5
"70","4C_I6","2020","4","Control","6","3",62.5,0,15,0,2.5,2.5,0.5,0,0,5.5
"71","4C_I6","2021","4","Control","6","3",37.5,0,15,37.5,15,15,0.5,0,0,68
"72","4C_I6","2022","4","Control","6","3",62.5,0,15,0,15,15,2.5,0,0,32.5
"73","5C_I1","2021","5","Control","1","1",85,0,2.5,2.5,2.5,15,0,0,0,20
"74","5C_I1","2022","5","Control","1","1",85,0.5,15,0,2.5,2.5,0,0,0,5
"75","5C_I2","2021","5","Control","2","1",97.5,0,0.5,0,0.5,2.5,0,0,0,3
"76","5C_I2","2022","5","Control","2","1",97.5,2.5,2.5,0.5,0,2.5,0,0,0,3
"77","5C_I3","2021","5","Control","3","2",97.5,0,2.5,0.5,0,2.5,0,2.5,0,5.5
"78","5C_I3","2022","5","Control","3","2",97.5,2.5,2.5,0,0,0,0,0,0,0
"79","5C_I4","2021","5","Control","4","2",97.5,0,0.5,0,0,0,0,0,0,0
"80","5C_I4","2022","5","Control","4","2",97.5,0,2.5,2.5,0,0,0,0,0,2.5
"81","5C_I5","2021","5","Control","5","3",97.5,2.5,2.5,0,0.5,0,0,0,0,0.5
"82","5C_I5","2022","5","Control","5","3",85,2.5,2.5,0,0,0.5,0,0,0,0.5
"83","5C_I6","2021","5","Control","6","3",97.5,2.5,2.5,0,0,0,2.5,0,0,2.5
"84","5C_I6","2022","5","Control","6","3",85,2.5,2.5,0,0,2.5,2.5,0,0,5
"85","6C_I1","2021","6","Control","1","1",85,0,2.5,15,0.5,15,2.5,0,0,33
"86","6C_I1","2022","6","Control","1","1",85,0,2.5,0,0,2.5,15,0,0,17.5
"87","6C_I2","2021","6","Control","2","1",85,0,2.5,0.5,2.5,0,2.5,2.5,0,8
"88","6C_I2","2022","6","Control","2","1",97.5,2.5,2.5,0,0,0,0,2.5,0,2.5
"89","6C_I3","2021","6","Control","3","2",85,0,2.5,2.5,0.5,2.5,15,2.5,0,23
"90","6C_I3","2022","6","Control","3","2",85,0,2.5,0,0,0,15,2.5,0,17.5
"91","6C_I4","2021","6","Control","4","2",85,0,0.5,0,0.5,2.5,2.5,2.5,0,8
"92","6C_I4","2022","6","Control","4","2",97.5,0,2.5,0,0,0,2.5,2.5,0,5
"93","6C_I5","2021","6","Control","5","3",85,0,2.5,2.5,2.5,15,15,0,0,35
"94","6C_I5","2022","6","Control","5","3",85,2.5,2.5,2.5,2.5,2.5,15,0,0,22.5
"95","6C_I6","2021","6","Control","6","3",85,0,2.5,2.5,2.5,2.5,15,0,0,22.5
"96","6C_I6","2022","6","Control","6","3",85,0,2.5,2.5,0,2.5,2.5,0.5,0,8
"97","7C_I1","2021","7","Control","1","1",85,0,2.5,15,0.5,15,2.5,0,0,33
"98","7C_I1","2022","7","Control","1","1",85,15,15,2.5,0.5,2.5,15,0,0,20.5
"99","7C_I2","2021","7","Control","2","1",85,0,2.5,0.5,0.5,2.5,15,0,0,18.5
"100","7C_I2","2022","7","Control","2","1",85,2.5,2.5,2.5,0,2.5,15,0.5,0,20.5
"101","7C_I3","2021","7","Control","3","2",85,0,2.5,0.5,0,0.5,2.5,15,0,18.5
"102","7C_I3","2022","7","Control","3","2",97.5,0,2.5,0,0,0,2.5,2.5,0,5
"103","7C_I4","2021","7","Control","4","2",85,0,2.5,2.5,0.5,2.5,2.5,0,0,8
"104","7C_I4","2022","7","Control","4","2",97.5,2.5,2.5,0.5,0,0.5,2.5,0,0,3.5
"105","7C_I5","2021","7","Control","5","3",85,0,2.5,0,0.5,2.5,2.5,0,0,5.5
"106","7C_I5","2022","7","Control","5","3",97.5,0.5,2.5,0.5,0,0.5,0.5,0,0,1.5
"107","7C_I6","2021","7","Control","6","3",85,0,2.5,0,2.5,2.5,15,0,0,20
"108","7C_I6","2022","7","Control","6","3",85,15,2.5,0,0,0,15,0,0,15
"109","8C_I1","2020","8","Control","1","1",62.5,0,15,0,37.5,2.5,0.5,0,0,40.5
"110","8C_I1","2021","8","Control","1","1",37.5,0,15,15,15,15,2.5,0,0,47.5
"111","8C_I1","2022","8","Control","1","1",85,0,15,2.5,15,2.5,0,0,0,20
"112","8C_I2","2020","8","Control","2","1",37.5,0,15,0,37.5,2.5,2.5,0,2.5,45
"113","8C_I2","2021","8","Control","2","1",37.5,0,15,2.5,15,15,15,0,2.5,50
"114","8C_I2","2022","8","Control","2","1",85,0,15,0,2.5,2.5,2.5,0,2.5,10
"115","8C_I3","2020","8","Control","3","2",62.5,0,15,0,15,2.5,2.5,0,0,20
"116","8C_I3","2021","8","Control","3","2",62.5,0,2.5,15,15,2.5,0,0,0,32.5
"117","8C_I3","2022","8","Control","3","2",85,0,15,0.5,15,0.5,0,0,0,16
"118","8C_I4","2020","8","Control","4","2",85,0,2.5,0,2.5,0.5,0,0,0,3
"119","8C_I4","2021","8","Control","4","2",85,0,2.5,15,15,2.5,2.5,0,0,35
"120","8C_I4","2022","8","Control","4","2",85,0,2.5,0.5,2.5,0,0.5,0,0,3.5
"121","8C_I5","2020","8","Control","5","3",85,0,15,0,15,2.5,2.5,0,0,20
"122","8C_I5","2021","8","Control","5","3",62.5,0,2.5,15,2.5,15,0.5,0,0,33
"123","8C_I5","2022","8","Control","5","3",85,0,15,15,2.5,2.5,0,0,0,20
"124","8C_I6","2020","8","Control","6","3",37.5,0,15,0,37.5,15,2.5,0,0,55
"125","8C_I6","2021","8","Control","6","3",62.5,0,2.5,15,37.5,2.5,15,0,0,70
"126","8C_I6","2022","8","Control","6","3",62.5,0,15,0,15,2.5,2.5,0,0,20
"127","9C_I1","2020","9","Control","1","1",85,0,15,0,15,2.5,2.5,0,0,20
"128","9C_I1","2021","9","Control","1","1",85,0,2.5,2.5,15,2.5,2.5,0,0,22.5
"129","9C_I1","2022","9","Control","1","1",62.5,0,15,0,2.5,0,15,0,0,17.5
"130","9C_I2","2020","9","Control","2","1",85,0,2.5,0,15,0.5,0.5,0,2.5,18.5
"131","9C_I2","2021","9","Control","2","1",85,0,2.5,2.5,2.5,0.5,2.5,0,0,8
"132","9C_I2","2022","9","Control","2","1",85,0,15,0,2.5,0,2.5,0,0,5
"133","9C_I3","2020","9","Control","3","2",85,0,2.5,0,0,2.5,2.5,0,0,5
"134","9C_I3","2021","9","Control","3","2",85,0,2.5,2.5,2.5,2.5,2.5,0,0,10
"135","9C_I3","2022","9","Control","3","2",85,0,2.5,0,2.5,0,15,0,0,17.5
"136","9C_I4","2020","9","Control","4","2",85,0,15,0,0,0.5,2.5,0,0,3
"137","9C_I4","2021","9","Control","4","2",62.5,0,2.5,37.5,0,15,15,0,0,67.5
"138","9C_I4","2022","9","Control","4","2",62.5,0,15,2.5,0,15,15,0,0,32.5
"139","9C_I5","2020","9","Control","5","3",85,0,15,0,15,2.5,2.5,0,2.5,22.5
"140","9C_I5","2021","9","Control","5","3",85,0,2.5,15,0,15,15,0,0,45
"141","9C_I5","2022","9","Control","5","3",62.5,0,15,0,2.5,0,15,0,0,17.5
"142","9C_I6","2020","9","Control","6","3",62.5,0,15,0,15,2.5,2.5,0,0,20
"143","9C_I6","2021","9","Control","6","3",62.5,0,2.5,15,15,15,15,0,0,60
"144","9C_I6","2022","9","Control","6","3",62.5,0,15,0.5,2.5,2.5,15,0,0,20.5
"145","10C_I1","2020","10","Control","1","1",15,0,15,0,62.5,0.5,0,0,0,63
"146","10C_I1","2021","10","Control","1","1",15,0,15,0,62.5,0.5,2.5,0,2.5,68
"147","10C_I1","2022","10","Control","1","1",62.5,0,15,0,37.5,0,2.5,0,2.5,42.5
"148","10C_I2","2020","10","Control","2","1",15,0,15,0,62.5,2.5,15,0,0,80
"149","10C_I2","2021","10","Control","2","1",15,0,15,15,37.5,15,2.5,0,0,70
"150","10C_I2","2022","10","Control","2","1",62.5,0,15,0,37.5,0,15,0,0,52.5
"151","10C_I3","2020","10","Control","3","2",15,0,15,0,62.5,2.5,0.5,2.5,0,68
"152","10C_I3","2021","10","Control","3","2",37.5,0,15,15,37.5,2.5,2.5,0,0,57.5
"153","10C_I3","2022","10","Control","3","2",37.5,0,37.5,0,37.5,2.5,15,0,0,55
"154","10C_I4","2020","10","Control","4","2",37.5,0,15,0,62.5,0.5,0,0,0,63
"155","10C_I4","2021","10","Control","4","2",37.5,0,15,2.5,37.5,15,0,0,0,55
"156","10C_I4","2022","10","Control","4","2",62.5,0,15,0,37.5,2.5,0,0,0,40
"157","10C_I5","2020","10","Control","5","3",85,0,15,0,15,0,0,2.5,0,17.5
"158","10C_I5","2021","10","Control","5","3",62.5,0,15,2.5,15,15,0,0,0,32.5
"159","10C_I5","2022","10","Control","5","3",85,0,15,0,15,0,0,2.5,0,17.5
"160","10C_I6","2020","10","Control","6","3",62.5,0,2.5,0,37.5,0,0,0,0,37.5
"161","10C_I6","2021","10","Control","6","3",62.5,0,2.5,0,37.5,2.5,0,0,0,40
"162","10C_I6","2022","10","Control","6","3",62.5,0,15,0,15,0,0,0,0,15
"163","11C_I1","2020","11","Control","1","1",85,0,15,0,2.5,2.5,0.5,0,0,5.5
"164","11C_I1","2021","11","Control","1","1",62.5,0,15,2.5,2.5,15,2.5,2.5,0,25
"165","11C_I1","2022","11","Control","1","1",85,0,15,2.5,2.5,2.5,2.5,2.5,0,12.5
"166","11C_I2","2020","11","Control","2","1",85,0,2.5,0,0.5,2.5,0.5,0,0,3.5
"167","11C_I2","2021","11","Control","2","1",62.5,0,2.5,15,0.5,15,2.5,0,0,33
"168","11C_I2","2022","11","Control","2","1",85,2.5,15,2.5,0.5,15,15,0,0,33
"169","11C_I3","2020","11","Control","3","2",62.5,0,15,0,15,2.5,2.5,0,0,20
"170","11C_I3","2021","11","Control","3","2",37.5,0,15,15,15,15,2.5,0,0,47.5
"171","11C_I3","2022","11","Control","3","2",85,0,15,2.5,2.5,2.5,2.5,0,0,10
"172","11C_I4","2020","11","Control","4","2",37.5,0,15,0,62.5,15,0.5,0,0,78
"173","11C_I4","2021","11","Control","4","2",37.5,0,15,2.5,37.5,15,2.5,0,0,57.5
"174","11C_I4","2022","11","Control","4","2",62.5,0,37.5,0,15,2.5,0,0,0,17.5
"175","11C_I5","2020","11","Control","5","3",62.5,0,15,0,2.5,2.5,2.5,2.5,0,10
"176","11C_I5","2021","11","Control","5","3",62.5,0,2.5,15,2.5,37.5,15,0,0,70
"177","11C_I5","2022","11","Control","5","3",85,0,15,2.5,2.5,2.5,0.5,0,0,8
"178","11C_I6","2020","11","Control","6","3",85,0,2.5,0,2.5,2.5,0.5,0,0,5.5
"179","11C_I6","2021","11","Control","6","3",62.5,0,2.5,15,15,15,15,0,0,60
"180","11C_I6","2022","11","Control","6","3",85,0,15,0.5,15,2.5,0,0,0,18
"181","12C_I1","2020","12","Control","1","1",37.5,0,15,0,15,0.5,2.5,37.5,0,55.5
"182","12C_I1","2021","12","Control","1","1",62.5,0,15,2.5,15,37.5,15,15,0,85
"183","12C_I1","2022","12","Control","1","1",37.5,0,15,2.5,15,15,15,15,0,62.5
"184","12C_I2","2020","12","Control","2","1",15,0,15,0,15,15,2.5,15,0,47.5
"185","12C_I2","2021","12","Control","2","1",37.5,0,15,15,15,15,2.5,37.5,0,85
"186","12C_I2","2022","12","Control","2","1",37.5,0,15,2.5,15,0,0,37.5,0,55
"187","12C_I3","2020","12","Control","3","2",37.5,0,37.5,0,37.5,2.5,2.5,0,0,42.5
"188","12C_I3","2021","12","Control","3","2",62.5,0,15,2.5,15,15,15,0,0,47.5
"189","12C_I3","2022","12","Control","3","2",62.5,0,37.5,15,15,2.5,2.5,0,0,35
"190","12C_I4","2020","12","Control","4","2",15,0,15,0,62.5,15,2.5,0,0,80
"191","12C_I4","2021","12","Control","4","2",37.5,0,2.5,2.5,37.5,15,15,0.5,0,70.5
"192","12C_I4","2022","12","Control","4","2",62.5,0,15,2.5,37.5,0,2.5,0,0,42.5
"193","12C_I5","2020","12","Control","5","3",62.5,0,37.5,0,15,15,2.5,0,0,32.5
"194","12C_I5","2021","12","Control","5","3",62.5,0,15,2.5,15,15,2.5,2.5,0,37.5
"195","12C_I5","2022","12","Control","5","3",85,0,15,0.5,2.5,15,0,0,0,18
"196","12C_I6","2020","12","Control","6","3",85,0,15,0,15,2.5,2.5,15,0,35
"197","12C_I6","2021","12","Control","6","3",62.5,0,15,2.5,2.5,15,2.5,15,0,37.5
"198","12C_I6","2022","12","Control","6","3",62.5,0,15,15,2.5,2.5,0,15,0,35
"199","13C_I1","2020","13","Control","1","1",85,0,2.5,0,2.5,0.5,2.5,0,0,5.5
"200","13C_I1","2021","13","Control","1","1",62.5,0,2.5,37.5,15,2.5,2.5,0,0,57.5
"201","13C_I1","2022","13","Control","1","1",85,0,15,2.5,2.5,2.5,2.5,0,0,10
"202","13C_I2","2020","13","Control","2","1",62.5,0,15,0,37.5,0.5,2.5,0,0,40.5
"203","13C_I2","2021","13","Control","2","1",62.5,0,2.5,15,15,15,0.5,0,0,45.5
"204","13C_I2","2022","13","Control","2","1",62.5,0,37.5,15,2.5,15,2.5,0,0,35
"205","13C_I3","2020","13","Control","3","2",62.5,0,37.5,0,15,2.5,37.5,15,0,70
"206","13C_I3","2021","13","Control","3","2",62.5,0,15,15,0.5,2.5,2.5,15,0,35.5
"207","13C_I3","2022","13","Control","3","2",37.5,0,37.5,2.5,2.5,15,0,15,0,35
"208","13C_I4","2020","13","Control","4","2",85,0,2.5,0,0,0,2.5,2.5,0,5
"209","13C_I4","2021","13","Control","4","2",85,0,15,15,2.5,15,2.5,0,0,35
"210","13C_I4","2022","13","Control","4","2",85,0,15,2.5,15,0.5,0.5,0,0,18.5
"211","13C_I5","2020","13","Control","5","3",85,0,2.5,0,15,2.5,2.5,0,0,20
"212","13C_I5","2021","13","Control","5","3",62.5,0,2.5,15,15,15,2.5,0,0,47.5
"213","13C_I5","2022","13","Control","5","3",62.5,0,15,2.5,15,0,0,0,0,17.5
"214","13C_I6","2020","13","Control","6","3",85,0,15,0,0,0.5,2.5,0,0,3
"215","13C_I6","2021","13","Control","6","3",37.5,0,15,15,2.5,15,0.5,0,0,33
"216","13C_I6","2022","13","Control","6","3",85,0,15,2.5,0,0.5,0.5,0,0,3.5
"217","14C_I1","2020","14","Control","1","1",85,0,2.5,0,0,0,15,0,15,30
"218","14C_I1","2021","14","Control","1","1",62.5,0,2.5,15,2.5,2.5,15,2.5,2.5,40
"219","14C_I1","2022","14","Control","1","1",62.5,0,2.5,0.5,2.5,2.5,15,2.5,0,23
"220","14C_I2","2020","14","Control","2","1",85,0,2.5,0,0,0,2.5,0,15,17.5
"221","14C_I2","2021","14","Control","2","1",37.5,0,0.5,15,0.5,15,15,0,15,60.5
"222","14C_I2","2022","14","Control","2","1",62.5,0,15,0.5,2.5,2.5,15,0,0,20.5
"223","14C_I3","2020","14","Control","3","2",97.5,0,0.5,0,0,0,2.5,0,0,2.5
"224","14C_I3","2021","14","Control","3","2",85,0,2.5,0,2.5,2.5,2.5,0,0,7.5
"225","14C_I3","2022","14","Control","3","2",85,2.5,2.5,0,2.5,0.5,15,0,0,18
"226","14C_I4","2020","14","Control","4","2",37.5,0,2.5,0,2.5,0,0,37.5,15,55
"227","14C_I4","2021","14","Control","4","2",37.5,0,2.5,15,2.5,15,2.5,37.5,0,72.5
"228","14C_I4","2022","14","Control","4","2",62.5,0,15,0.5,2.5,2.5,15,37.5,0,58
"229","14C_I5","2020","14","Control","5","3",97.5,0,2.5,0,0,0.5,0.5,0,0,1
"230","14C_I5","2021","14","Control","5","3",62.5,0,2.5,2.5,0.5,37.5,2.5,0,0,43
"231","14C_I5","2022","14","Control","5","3",85,0,2.5,0,2.5,15,15,0,0,32.5
"232","14C_I6","2020","14","Control","6","3",97.5,0,2.5,0,2.5,0,2.5,0,0,5
"233","14C_I6","2021","14","Control","6","3",62.5,0,2.5,2.5,15,15,2.5,0,0,35
"234","14C_I6","2022","14","Control","6","3",85,0,2.5,0,0,2.5,2.5,0,0,5
"235","15C_I1","2020","15","Control","1","1",97.5,0,2.5,0,0,0,0.5,0,0,0.5
"236","15C_I1","2021","15","Control","1","1",85,0,2.5,0,2.5,15,0.5,0,0,18
"237","15C_I1","2022","15","Control","1","1",97.5,2.5,2.5,0,0,2.5,0,0,0,2.5
"238","15C_I2","2020","15","Control","2","1",97.5,0,0.5,0,0,0,2.5,0,0,2.5
"239","15C_I2","2021","15","Control","2","1",62.5,0,2.5,15,2.5,15,2.5,0.5,0,35.5
"240","15C_I2","2022","15","Control","2","1",85,0,2.5,0,0,2.5,15,2.5,0,20
"241","15C_I3","2020","15","Control","3","2",85,0,2.5,0,0,0,2.5,0,0,2.5
"242","15C_I3","2021","15","Control","3","2",62.5,0,2.5,15,2.5,15,15,2.5,0,50
"243","15C_I3","2022","15","Control","3","2",85,0,2.5,0.5,0.5,2.5,15,2.5,0,21
"244","15C_I4","2020","15","Control","4","2",97.5,0,0.5,0,0,0,2.5,0,0,2.5
"245","15C_I4","2021","15","Control","4","2",62.5,0,2.5,2.5,0.5,37.5,2.5,0,0,43
"246","15C_I4","2022","15","Control","4","2",85,0,2.5,0,0,0,15,0,0,15
"247","15C_I5","2020","15","Control","5","3",85,0,2.5,0,0,0,2.5,0,0,2.5
"248","15C_I5","2021","15","Control","5","3",85,0,2.5,2.5,0,15,2.5,2.5,2.5,25
"249","15C_I5","2022","15","Control","5","3",85,0,2.5,0,2.5,2.5,15,2.5,0,22.5
"250","15C_I6","2020","15","Control","6","3",62.5,0,2.5,0,0,0,15,0,2.5,17.5
"251","15C_I6","2021","15","Control","6","3",37.5,0,2.5,37.5,2.5,15,15,2.5,15,87.5
"252","15C_I6","2022","15","Control","6","3",37.5,0,15,2.5,2.5,15,37.5,0,0,57.5
"253","16C_I1","2020","16","Control","1","1",62.5,0,2.5,0,15,0,2.5,0,2.5,20
"254","16C_I1","2021","16","Control","1","1",62.5,2.5,2.5,2.5,15,15,2.5,0,2.5,37.5
"255","16C_I1","2022","16","Control","1","1",85,2.5,2.5,0.5,15,2.5,2.5,0,2.5,23
"256","16C_I2","2020","16","Control","2","1",97.5,0,2.5,0,0,0,2.5,0,2.5,5
"257","16C_I2","2021","16","Control","2","1",62.5,2.5,2.5,15,2.5,15,2.5,0,0,35
"258","16C_I2","2022","16","Control","2","1",62.5,15,15,2.5,0,15,15,0,0,32.5
"259","16C_I3","2020","16","Control","3","2",37.5,0,0.5,0,15,0,2.5,0,0,17.5
"260","16C_I3","2021","16","Control","3","2",62.5,2.5,2.5,2.5,37.5,15,2.5,0.5,0,58
"261","16C_I3","2022","16","Control","3","2",62.5,2.5,2.5,0,37.5,2.5,15,0,0,55
"262","16C_I4","2020","16","Control","4","2",62.5,0,2.5,0,15,0,2.5,0,0,17.5
"263","16C_I4","2021","16","Control","4","2",15,0,15,15,15,62.5,15,2.5,0,110
"264","16C_I4","2022","16","Control","4","2",62.5,0,15,2.5,15,15,15,0,0,47.5
"265","16C_I5","2020","16","Control","5","3",62.5,0,2.5,0,15,0,2.5,0,0,17.5
"266","16C_I5","2021","16","Control","5","3",37.5,0,2.5,2.5,15,37.5,2.5,0,0,57.5
"267","16C_I5","2022","16","Control","5","3",85,0,15,0,15,2.5,2.5,2.5,0,22.5
"268","16C_I6","2020","16","Control","6","3",62.5,0,15,0,15,0,2.5,0,0,17.5
"269","16C_I6","2021","16","Control","6","3",15,0,15,37.5,15,15,2.5,0,0,70
"270","16C_I6","2022","16","Control","6","3",62.5,0,15,2.5,15,37.5,2.5,0,0,57.5
"271","17C_I1","2020","17","Control","1","1",97.5,0,2.5,0,0,0,0.5,0,0,0.5
"272","17C_I1","2021","17","Control","1","1",85,0,2.5,2.5,0.5,15,2.5,0,0,20.5
"273","17C_I1","2022","17","Control","1","1",97.5,0,2.5,0,0,2.5,2.5,0,0,5
"274","17C_I2","2020","17","Control","2","1",85,0,2.5,0,2.5,0,2.5,0,0,5
"275","17C_I2","2021","17","Control","2","1",85,0,2.5,2.5,2.5,2.5,15,0,0,22.5
"276","17C_I2","2022","17","Control","2","1",85,2.5,2.5,0,0,0.5,15,0,0,15.5
"277","17C_I3","2020","17","Control","3","2",85,0,2.5,0,2.5,0,2.5,2.5,0,7.5
"278","17C_I3","2021","17","Control","3","2",62.5,0,2.5,15,2.5,2.5,15,2.5,0,37.5
"279","17C_I3","2022","17","Control","3","2",85,0,2.5,0,0,0.5,15,2.5,0,18
